,ALL,WMO ID,NAME,LON,NOMINAL SAMPLING INTERVAL,ELEVATION,STATE,LAT,N HOURS OFFSET FROM GMT,ID,NYEARS,START,END,nyearsg,mev_10,gev_10,mev_20,gev_20,mev_50,gev_50,mev_100,gev_100
322,USC00092844  32.5574  -82.8999   61.0 GA DUBLIN 2                                                                                  15    -5,     ,DUBLIN 2                                                                         ,-82.8999,15,61.0,GA,32.5574,-5,USC00092844,70.0,1948.0,2017.0,40,116.83359378858682,104.6161266210787,135.71062706763695,118.18624285584167,161.68284596962056,135.91698499369977,182.4237541997505,149.32725943216423
323,USC00093028  31.5663  -84.7338   89.6 GA EDISON                                                                                    15    -5,     ,EDISON                                                                           ,-84.7338,15,89.6,GA,31.5663,-5,USC00093028,70.0,1948.0,2017.0,48,133.38303402378617,113.80292503838572,154.8896420015366,124.13364309038943,184.46766022022948,136.13631650194873,208.03644442318327,144.21677805693923
324,USC00093312  30.6908  -82.5633   35.1 GA FARGO                                                                                     15    -5,     ,FARGO                                                                            ,-82.5633,15,35.1,GA,30.6908,-5,USC00093312,69.0,1948.0,2016.0,33,133.55879154449232,130.4330761395319,155.68388020337906,141.28469979184723,186.6786804951672,152.6415939271202,211.81288793735578,159.5277584582252
325,USC00093460  30.7997  -82.0313    9.1 GA FOLKSTON 3 SW                                                                             15    -5,     ,FOLKSTON 3 SW                                                                    ,-82.0313,15,9.1,GA,30.7997,-5,USC00093460,69.0,1948.0,2016.0,46,137.71680049700234,143.81171920163078,161.10255269160461,163.26314628736264,193.22002380617394,188.3222767566469,218.66822111132635,207.01314241757746
326,USC00094204  31.8878  -82.5808   76.2 GA HAZLEHURST                                                                                15    -5,     ,HAZLEHURST                                                                       ,-82.5808,15,76.2,GA,31.8878,-5,USC00094204,69.0,1948.0,2016.0,45,132.3662666608746,114.46541573786433,155.9042481518845,129.8145365778351,188.96704058640987,150.24314886216195,215.78126899366984,165.97730849707995
327,USC00094623  33.3200  -83.8436  131.1 GA JACKSON DAM                                                                               15    -5,     ,JACKSON DAM                                                                      ,-83.8436,15,131.1,GA,33.32,-5,USC00094623,67.0,1948.0,2017.0,39,111.02175802143043,99.47905293150836,129.2312819544928,111.34170669715994,154.58844605441323,126.72579495750117,174.98540809980696,138.2755636781751
328,USC00094671  31.6081  -81.8797   30.5 GA JESUP                                                                                     15    -5,     ,JESUP                                                                            ,-81.8797,15,30.5,GA,31.6081,-5,USC00094671,69.0,1948.0,2016.0,44,131.32519258531897,123.00657905819585,153.97688157865235,138.98038672566125,185.15368260799323,159.6861548003705,209.9016172206425,175.2239215021479
329,USC00094941  34.6638  -85.3203  273.7 GA LAFAYETTE 3SW                                                                             15    -5,     ,LAFAYETTE 3SW                                                                    ,-85.3203,15,273.7,GA,34.6638,-5,USC00094941,67.0,1948.0,2017.0,28,134.33681142679902,136.62646706966007,158.46469248326505,166.27062986051897,192.79907849071157,213.98119590687412,220.88207521645282,258.2164872761012
330,USC00095165  33.8705  -83.1135  221.3 GA LEXINGTON                                                                                 15    -5,     ,LEXINGTON                                                                        ,-83.1135,15,221.3,GA,33.8705,-5,USC00095165,66.0,1952.0,2017.0,30,115.26542918195716,96.42461414208506,133.05587310338416,105.48726974830298,157.36189158521077,116.40674847172866,176.57323945735706,124.02892314813138
331,USC00095314  33.0125  -82.3914   98.1 GA LOUISVILLE 1 E                                                                            15    -5,     ,LOUISVILLE 1 E                                                                   ,-82.3914,15,98.1,GA,33.0125,-5,USC00095314,70.0,1948.0,2017.0,46,119.10132381923651,104.1893271991029,139.3092992194094,112.76194844822672,167.65144332078287,122.36950398572529,190.6247206701473,128.60902615377995
332,USC00096879  31.2928  -82.8422   62.5 GA PEARSON                                                                                   15    -5,     ,PEARSON                                                                          ,-82.8422,15,62.5,GA,31.2928,-5,USC00096879,69.0,1948.0,2016.0,49,134.76592144494848,117.91723613357223,158.57517908880865,129.3712768481494,192.14723804119222,142.4795598468977,219.6250464149574,151.17240024734065
333,USC00097605  34.1650  -85.2583  213.4 GA ROME 8 SW                                                                                 15    -5,     ,ROME 8 SW                                                                        ,-85.2583,15,213.4,GA,34.165,-5,USC00097605,68.0,1948.0,2017.0,42,109.76069324609284,104.65221798827164,125.81413037385849,116.37175419273586,147.47559470021397,131.04083026195224,164.39977485517844,141.67458376589335
334,USC00098657  32.9613  -84.2299  240.5 GA THE ROCK RANCH                                                                            15    -5,     ,THE ROCK RANCH                                                                   ,-84.2299,15,240.5,GA,32.9613,-5,USC00098657,70.0,1948.0,2017.0,49,118.53521633717004,110.64268558542756,138.07340488393498,126.97022389668423,165.71525270407275,149.42888513454295,188.33016114395804,167.29594094228787
335,USC00098974  30.8055  -83.2736   80.8 GA VALDOSTA 2 S                                                                              15    -5,     ,VALDOSTA 2 S                                                                     ,-83.2736,15,80.8,GA,30.8055,-5,USC00098974,64.0,1954.0,2017.0,39,133.92824410278124,124.26135307662338,155.70479725743604,141.94569869406791,186.24932159684244,167.41642218963443,211.01695247443234,188.61419086723384
336,USC00099291  32.8790  -85.1809  175.3 GA WEST POINT                                                                                15    -5,     ,WEST POINT                                                                       ,-85.1809,15,175.3,GA,32.879,-5,USC00099291,35.0,1983.0,2017.0,15,125.7425788372414,116.42891749015001,147.2270752082278,132.49445165664724,177.8886012374173,154.13920998803604,203.106487151789,171.01151069267888
338,USC00101018  43.5253 -116.0542  865.6 ID BOISE LUCKY PEAK DAM                                                                      15    -7,     ,BOISE LUCKY PEAK DAM                                                             ,-116.0542,15,865.6,ID,43.5253,-7,USC00101018,66.0,1951.0,2017.0,39,29.78285905204401,29.768323400142933,35.135798756465704,33.63794087871799,42.97251044032039,38.93064815471444,49.39668646015314,43.117989536009794
339,USC00101956  47.6821 -116.7967  650.1 ID COEUR D'ALENE                                                                             15    -8,     ,COEUR D'ALENE                                                                    ,-116.7967,15,650.1,ID,47.6821,-8,USC00101956,60.0,1948.0,2017.0,34,44.71106851283018,41.306075478739814,51.03143076169668,44.438460099079265,59.509052229546185,48.05207583251469,66.0913096882146,50.46769889655579
340,USC00102159  46.0336 -116.3919 1202.4 ID COTTONWOOD 2 WSW                                                                          15    -8,     ,COTTONWOOD 2 WSW                                                                 ,-116.3919,15,1202.4,ID,46.0336,-8,USC00102159,69.0,1948.0,2017.0,36,38.95071517113178,37.37685847293346,45.18868032193637,40.48791597129836,53.70435122492647,44.01087099456999,60.39938385706326,46.32262882581611
342,USC00102707  44.2436 -112.2005 1661.2 ID DUBOIS EXPERIMENT STATION                                                                 15    -7,     ,DUBOIS EXPERIMENT STATION                                                        ,-112.2005,15,1661.2,ID,44.2436,-7,USC00102707,62.0,1948.0,2017.0,47,35.591457819202766,36.59767398259902,44.207009217753566,46.23192554302565,57.75946530504187,63.46128479033244,70.42864299456896,81.142936631204
343,USC00102845  46.5023 -116.3216  303.3 ID DWORSHAK FISH HATCHERY                                                                    15    -8,     ,DWORSHAK FISH HATCHERY                                                           ,-116.3216,15,303.3,ID,46.5023,-8,USC00102845,51.0,1966.0,2016.0,32,32.48365695421779,43.116661494943415,36.34393584933897,50.11576019873709,41.451025259325874,60.27805157804944,45.375621187680466,68.8023341693336
344,USC00102875  45.8356 -115.4610 1236.9 ID ELK CITY 1NE                                                                              15    -8,     ,ELK CITY 1NE                                                                     ,-115.461,15,1236.9,ID,45.8356,-8,USC00102875,35.0,1979.0,2013.0,21,35.3314590597118,45.81521081123252,38.938734848860804,52.31359493783654,43.61262428847945,61.53003692680364,47.1283825891909,69.08554859238146
345,USC00103143  46.0930 -115.5355  475.5 ID FENN RANGER STATION                                                                       15    -8,     ,FENN RANGER STATION                                                              ,-115.5355,15,475.5,ID,46.093,-8,USC00103143,65.0,1952.0,2016.0,33,47.827953655420885,48.629817306601154,53.52546927687581,51.43198193385975,61.14009467075703,54.26148569258489,67.03978803179378,55.91634577877436
346,USC00103677  42.9183 -114.7664 1110.4 ID GOODING 1 S                                                                               15    -7,     ,GOODING 1 S                                                                      ,-114.7664,15,1110.4,ID,42.9183,-7,USC00103677,66.0,1952.0,2017.0,43,32.29321144924988,32.24854280121288,39.191531910926415,36.290103605939265,49.716631712499925,41.48638782165774,58.73918026934709,45.35447739700166
347,USC00103732  42.5872 -111.7275 1691.6 ID GRACE                                                                                     15    -7,     ,GRACE                                                                            ,-111.7275,15,1691.6,ID,42.5872,-7,USC00103732,66.0,1952.0,2017.0,34,32.24418607528256,31.12128239711847,38.46040696131734,34.45644227268588,47.90672675544567,38.45954877736867,56.18374945612787,41.24322726653679
349,USC00103811  42.3450 -115.8836 1566.7 ID GRASMERE 3 S                                                                              15    -7,     ,GRASMERE 3 S                                                                     ,-115.8836,15,1566.7,ID,42.345,-7,USC00103811,55.0,1963.0,2017.0,31,26.790941618962897,31.359515813152925,32.01168002214986,34.68989996092006,39.39151873985324,38.49031165384447,45.39805421455419,41.003344774950236
350,USC00104230  42.9419 -111.4361 2025.1 ID HENRY                                                                                     15    -7,     ,HENRY                                                                            ,-111.4361,15,2025.1,ID,42.9419,-7,USC00104230,41.0,1971.0,2012.0,20,26.50911774865321,30.74916334369577,29.452325862698217,34.61727387988904,33.22055473842904,39.87413990905952,36.03684703103816,44.007038802493184
351,USC00104456  43.3455 -111.7847 1776.4 ID IDAHO FALLS 16 SE                                                                         15    -7,     ,IDAHO FALLS 16 SE                                                                ,-111.7847,15,1776.4,ID,43.3455,-7,USC00104456,55.0,1960.0,2016.0,31,28.974529959064622,32.83337679072266,33.874077334814636,37.068253804830164,40.603460970562566,42.49961921164274,45.94066118027639,46.53282520276769
353,USC00104845  43.6841 -114.3602 1795.3 ID KETCHUM RANGER STATION                                                                    15    -7,     ,KETCHUM RANGER STATION                                                           ,-114.3602,15,1795.3,ID,43.6841,-7,USC00104845,44.0,1973.0,2017.0,14,43.72529927739052,56.08167288937993,50.49031258125001,66.8567100845406,59.83808174417858,83.06083838413593,67.30375685425592,97.12687978170777
355,USC00105462  43.9180 -113.6316 1797.4 ID MACKAY LOST RIVER RS                                                                      15    -7,     ,MACKAY LOST RIVER RS                                                             ,-113.6316,15,1797.4,ID,43.918,-7,USC00105462,69.0,1948.0,2017.0,34,30.747902977412338,30.681744757657384,37.128012386636904,34.63287351367825,46.42599768842578,39.56399133637489,54.14418747157037,43.12828697126544
356,USC00105567  42.3061 -113.3688 1378.0 ID MALTA                                                                                     15    -7,     ,MALTA                                                                            ,-113.3688,15,1378.0,ID,42.3061,-7,USC00105567,60.0,1952.0,2016.0,33,29.21354017938584,25.955102501387195,36.69703869605176,31.128036394321946,48.69280078108055,39.742285490867886,59.04249711951861,47.996574356139774
357,USC00105708  44.8871 -116.1046 1531.6 ID MCCALL                                                                                    15    -7,     ,MCCALL                                                                           ,-116.1046,15,1531.6,ID,44.8871,-7,USC00105708,47.0,1971.0,2017.0,21,36.1103591031786,38.02031367431215,40.19856381733581,42.8131034226154,45.45584873973028,49.56271739198201,49.400552595197894,55.057823517631874
358,USC00106174  43.1261 -115.7119  957.1 ID MOUNTAIN HOME                                                                             15    -7,     ,MOUNTAIN HOME                                                                    ,-115.7119,15,957.1,ID,43.1261,-7,USC00106174,70.0,1948.0,2017.0,33,24.45279774026653,25.237848949498343,29.112749166524367,29.365952246051677,35.621729881702954,35.31920170927938,40.74777042471066,40.279887902743255
359,USC00106230  47.4661 -115.8113  975.7 ID MULLAN                                                                                    15    -8,     ,MULLAN                                                                           ,-115.8113,15,975.7,ID,47.4661,-8,USC00106230,46.0,1972.0,2017.0,28,56.61591696767459,65.82039832506406,65.19356474317736,75.74892174762348,77.13676027910849,89.61499284960331,86.6865621664624,100.8119959915688
361,USC00106586  44.1758 -116.2827  937.3 ID OLA                                                                                       15    -7,     ,OLA                                                                              ,-116.2827,15,937.3,ID,44.1758,-7,USC00106586,31.0,1948.0,2017.0,11,43.08190597487649,46.75442831067949,49.6009400089281,54.802140375520054,58.409193769246436,66.83316532713724,65.25780960293214,77.2165549292261
362,USC00107269  48.9994 -116.4991  548.3 ID PORTHILL 1 SW                                                                             15    -8,     ,PORTHILL 1 SW                                                                    ,-116.4991,15,548.3,ID,48.9994,-8,USC00107269,47.0,1971.0,2017.0,27,33.1568741436654,32.61784788431472,39.440631412257595,36.4707386502504,49.64029988997259,41.67702970878238,58.459984474891364,45.747200742476764
363,USC00107327  43.5063 -115.5716 1456.9 ID PRAIRIE                                                                                   15    -7,     ,PRAIRIE                                                                          ,-115.5716,15,1456.9,ID,43.5063,-7,USC00107327,58.0,1960.0,2017.0,29,42.08223654305646,43.49007457774641,48.796820736181786,48.4899391164395,58.856869070604716,54.93914317720309,67.71053109287382,59.75524992202509
364,USC00108137  48.2943 -116.5627  648.0 ID SANDPOINT EXP STATION                                                                     15    -8,     ,SANDPOINT EXP STATION                                                            ,-116.5627,15,648.0,ID,48.2943,-8,USC00108137,58.0,1960.0,2017.0,36,55.728928891715704,54.09330190117705,63.263508952974846,60.701616864991166,73.35142348001571,69.52062733517266,81.20113198653223,76.33114165934761
367,USC00109065  43.8563 -111.2769 1880.6 ID TETONIA EXPERIMENT STN                                                                    15    -7,     ,TETONIA EXPERIMENT STN                                                           ,-111.2769,15,1880.6,ID,43.8563,-7,USC00109065,63.0,1952.0,2017.0,29,27.45726074072947,28.815033235012027,31.32915932438026,31.2888003107564,36.49625506348686,34.06433623396767,40.48829070565949,35.86890709739693
368,USC00109158  42.6250 -112.0888 1499.0 ID TOPAZ                                                                                     15    -7,     ,TOPAZ                                                                            ,-112.0888,15,1499.0,ID,42.625,-7,USC00109158,39.0,1978.0,2016.0,16,32.327524345091675,39.46887613098187,39.400224074575895,46.95826454866126,49.35347376023401,57.79024822675826,57.19338835614503,66.84184468705406
369,USC00109951  44.8541 -115.5115 1554.5 ID YELLOWPINE 7 S                                                                            15    -7,     ,YELLOWPINE 7 S                                                                   ,-115.5115,15,1554.5,ID,44.8541,-7,USC00109951,42.0,1970.0,2017.0,21,41.42149079126602,47.251636035370936,49.26170012535744,55.95894841683125,60.374938311050926,69.05299759200528,69.32617908963864,80.4188910459754
370,USC00109963  45.5450 -115.2514  755.9 ID YELLOWPINE BAR                                                                            15    -8,     ,YELLOWPINE BAR                                                                   ,-115.2514,15,755.9,ID,45.545,-8,USC00109963,27.0,1987.0,2013.0,20,29.71283341330708,33.48933118710505,33.287022084391616,37.21533597218073,37.98033763698489,42.747807091810174,41.550706665691,47.49106146213273
371,USC00110082  41.0579  -90.5654  207.3 IL ALEXIS 1 SW                                                                               15    -6,     ,ALEXIS 1 SW                                                                      ,-90.5654,15,207.3,IL,41.0579,-6,USC00110082,70.0,1948.0,2017.0,50,98.35280081241933,85.9077469809246,116.42048887165393,94.9806078808919,142.2416374085875,105.97649077821302,163.5315996676255,113.6966958299216
372,USC00110281  38.3306  -89.1769  161.5 IL ASHLEY                                                                                    15    -6,     ,ASHLEY                                                                           ,-89.1769,15,161.5,IL,38.3306,-6,USC00110281,53.0,1965.0,2017.0,26,98.30131796023234,108.38473294321803,114.10647978514004,124.94393647474868,136.29477523300025,147.33972042856405,154.3972845449714,164.8635508672074
373,USC00110330  40.2333  -90.9471  207.3 IL AUGUSTA                                                                                   15    -6,     ,AUGUSTA                                                                          ,-90.9471,15,207.3,IL,40.2333,-6,USC00110330,70.0,1948.0,2017.0,36,102.89181457224026,94.95912194318689,121.24519483600027,107.94486445358197,147.10855075767464,125.33302406351416,168.10314064489856,138.80552242955596
374,USW00013802  38.5500  -89.8500  135.0 IL BELLEVILLE SCOTT AIR FORCE BASE                                                           15    -6,     ,BELLEVILLE SCOTT AIR FORCE BASE                                                  ,-89.85,15,135.0,IL,38.55,-6,USW00013802,70.0,1948.0,2017.0,46,105.77192376921923,108.24563774692598,124.65828802385802,126.28252916779684,151.44094486523758,151.8406674575213,173.3231291142909,172.7744473415055
375,USC00110583  42.2551  -88.8640  229.5 IL BELVIDERE                                                                                 15    -6,     ,BELVIDERE                                                                        ,-88.864,15,229.5,IL,42.2551,-6,USC00110583,70.0,1948.0,2017.0,44,94.35246554365699,100.75637551448432,111.14696795344203,115.95299136617338,134.56797750987147,136.20228629972817,153.38750400118445,151.8162918561444
376,USW00093809  37.0422  -89.1855   95.4 IL CAIRO 3N                                                                                  15    -6,     ,CAIRO 3N                                                                         ,-89.1855,15,95.4,IL,37.0422,-6,USW00093809,70.0,1948.0,2017.0,47,129.423288321558,129.56427871661157,150.5778275088704,144.70028733370287,179.384476501601,161.8105695214166,202.07347751426292,173.01887471936521
377,USC00111290  38.6308  -89.3658  152.7 IL CARLYLE RESERVOIR                                                                         15    -6,     ,CARLYLE RESERVOIR                                                                ,-89.3658,15,152.7,IL,38.6308,-6,USC00111290,45.0,1970.0,2017.0,15,106.61696478900978,89.27462237729736,123.69777560755266,96.01368076493216,147.25207888726163,103.13391735171646,166.02003883503792,107.4927038193135
378,USC00111302  38.0733  -88.1805  102.1 IL CARMI 3                                                                                   15    -6,     ,CARMI 3                                                                          ,-88.1805,15,102.1,IL,38.0733,-6,USC00111302,30.0,1988.0,2017.0,18,114.2395646006235,105.12032796833714,131.4453792521514,112.7614277224965,154.73320616965623,120.93569140369726,172.95306210859314,126.00258831041667
380,USC00111577  41.7372  -87.7775  189.0 IL CHICAGO MIDWAY AP 3SW                                                                     15    -6,     ,CHICAGO MIDWAY AP 3SW                                                            ,-87.7775,15,189.0,IL,41.7372,-6,USC00111577,70.0,1948.0,2017.0,55,100.684143589179,105.25429606069562,117.72415268024301,123.18448393823476,141.61297553752334,149.23588096688334,161.01937899479012,171.10276865077876
381,USC00111664  38.5047  -88.4094  138.4 IL CISNE 2 S                                                                                 15    -6,     ,CISNE 2 S                                                                        ,-88.4094,15,138.4,IL,38.5047,-6,USC00111664,71.0,1946.0,2017.0,37,108.03438244921527,101.92090561849378,127.65564676639195,115.25606880260314,155.1580636751503,132.75894047119283,177.34180613832197,146.05613130871382
383,USC00112011  41.4491  -87.6222  202.4 IL CRETE                                                                                     15    -6,     ,CRETE                                                                            ,-87.6222,15,202.4,IL,41.4491,-6,USC00112011,70.0,1948.0,2017.0,41,93.44470519130941,100.28178946951428,108.61422642317103,120.01482847417273,129.58646486658193,150.37105352186154,146.3763255711457,177.30950377676362
384,USC00112140  40.1390  -87.6483  170.1 IL DANVILLE                                                                                  15    -6,     ,DANVILLE                                                                         ,-87.6483,15,170.1,IL,40.139,-6,USC00112140,67.0,1951.0,2017.0,53,96.75082399202581,90.02712482917065,113.01419222221396,102.15033696831159,135.62892086139865,118.28194810462291,153.8089113587246,130.70386419284642
385,USC00112193  39.8288  -88.9505  194.8 IL DECATUR WTP                                                                               15    -6,     ,DECATUR WTP                                                                      ,-88.9505,15,194.8,IL,39.8288,-6,USC00112193,35.0,1983.0,2017.0,21,101.74924714589237,116.32186963557952,120.04720011983683,142.79332991113233,145.71769598417998,183.8020516313382,166.47993877983603,220.44232959687014
386,USC00112353  37.4388  -88.6678  160.6 IL DIXON SPRINGS AGRIC CNTR                                                                  15    -6,     ,DIXON SPRINGS AGRIC CNTR                                                         ,-88.6678,15,160.6,IL,37.4388,-6,USC00112353,51.0,1967.0,2017.0,31,124.9137968973051,121.15195682468854,146.01046259970357,143.29872778320163,175.19871367874725,175.91190697614394,198.55616525431097,203.6480746713438
387,USC00112687  39.1181  -88.6244  190.5 IL EFFINGHAM 3SW                                                                             15    -6,     ,EFFINGHAM 3SW                                                                    ,-88.6244,15,190.5,IL,39.1181,-6,USC00112687,67.0,1948.0,2017.0,38,100.62477653264905,94.68423949249558,116.92929744548638,107.64921154165819,139.35769773782266,124.60343735487216,157.21657222976822,137.4369836044519
388,USC00112923  40.7511  -88.4983  202.7 IL FAIRBURY  WWTP                                                                            15    -6,     ,FAIRBURY  WWTP                                                                   ,-88.4983,15,202.7,IL,40.7511,-6,USC00112923,70.0,1948.0,2017.0,50,99.14878531568428,96.58589861094472,116.85727908097529,111.94970744641068,142.04547830093594,133.45133066170513,162.65424630896317,150.84956786336565
390,USC00113262  42.2972  -89.6038  228.6 IL FREEPORT WASTE WTR PL                                                                     15    -6,     ,FREEPORT WASTE WTR PL                                                            ,-89.6038,15,228.6,IL,42.2972,-6,USC00113262,70.0,1948.0,2017.0,52,95.75265992360323,91.225846372808,111.2476641542215,105.33341088525731,132.60951454410156,125.04541522263742,149.6305353709108,140.97061850544205
391,USC00113290  41.8978  -90.1545  180.4 IL FULTON L&D # 13                                                                           15    -6,     ,FULTON L&D # 13                                                                  ,-90.1545,15,180.4,IL,41.8978,-6,USC00113290,56.0,1948.0,2017.0,33,96.23177219220504,95.02790824988742,113.22748744085396,108.72114812770015,137.1063404028995,127.52830107293312,156.44584644060214,142.46854753351272
392,USC00113666  39.3425  -90.2056  167.0 IL GREENFIELD                                                                                15    -6,     ,GREENFIELD                                                                       ,-90.2056,15,167.0,IL,39.3425,-6,USC00113666,70.0,1948.0,2017.0,52,98.30172035289067,95.35227414532095,115.39914145160532,110.40762614668628,139.67398586560526,131.8105136560415,159.58835328860474,149.39682445805076
393,USC00113879  37.7408  -88.5244  111.3 IL HARRISBURG                                                                                15    -6,     ,HARRISBURG                                                                       ,-88.5244,15,111.3,IL,37.7408,-6,USC00113879,26.0,1988.0,2017.0,15,128.64044597128122,119.28696111813488,148.35471709717373,128.09175569555012,174.8631221541914,137.7516770515924,195.50658492250395,143.89297323341253
395,USC00114198  40.4664  -87.6851  216.4 IL HOOPESTON                                                                                 15    -6,     ,HOOPESTON                                                                        ,-87.6851,15,216.4,IL,40.4664,-6,USC00114198,70.0,1948.0,2017.0,57,89.36088452954193,78.97924560959535,103.90876064112163,85.64407105093746,124.25091998809083,93.61145318740931,140.71683839833028,99.12961957226726
396,USC00114317  39.1138  -87.6563  133.2 IL HUTSONVILLE                                                                               15    -6,     ,HUTSONVILLE                                                                      ,-87.6563,15,133.2,IL,39.1138,-6,USC00114317,61.0,1957.0,2017.0,35,99.23720289451951,88.37694865749467,115.37486732990386,96.42589449984484,137.590842706096,105.80844906853612,155.22793240513312,112.14581439566277
397,USC00114355  41.4255  -91.0094  167.6 IL ILLINOIS CITY DAM 16                                                                      15    -6,     ,ILLINOIS CITY DAM 16                                                             ,-91.0094,15,167.6,IL,41.4255,-6,USC00114355,70.0,1948.0,2017.0,53,96.64325165635852,98.70215963632738,113.59898779631949,112.78572255152875,137.41159866736675,131.20306544330083,156.8127012688564,145.14437707228197
398,USC00114442  39.7346  -90.1979  185.9 IL JACKSONVILLE 2E                                                                           15    -6,     ,JACKSONVILLE 2E                                                                  ,-90.1979,15,185.9,IL,39.7346,-6,USC00114442,55.0,1963.0,2017.0,29,104.03258598961668,107.3246508033301,123.23644740115871,123.04392656905745,150.1459634098358,142.92041371737776,172.0574475540099,157.47472351513636
399,USC00114603  41.1380  -87.8855  195.1 IL KANKAKEE METRO WASTEWATER                                                                 15    -6,     ,KANKAKEE METRO WASTEWATER                                                        ,-87.8855,15,195.1,IL,41.138,-6,USC00114603,70.0,1948.0,2017.0,42,96.65854111016465,106.78505663689467,114.19228226257569,122.41188553641882,139.9488663003582,143.01748850519874,161.86073481787116,158.74320032864097
400,USC00114629  37.9842  -89.9492  115.8 IL KASKASKIA RIVER NAVIGATION LOCK                                                           15    -6,     ,KASKASKIA RIVER NAVIGATION LOCK                                                  ,-89.9492,15,115.8,IL,37.9842,-6,USC00114629,43.0,1974.0,2017.0,19,111.14878824803431,104.11900764570785,131.17289343472322,124.35984986278308,158.41682143758635,154.62673744526657,179.9346925726546,180.75499601513633
401,USC00114710  41.2429  -89.8997  237.7 IL KEWANEE 1 E                                                                               15    -6,     ,KEWANEE 1 E                                                                      ,-89.8997,15,237.7,IL,41.2429,-6,USC00114710,44.0,1951.0,2017.0,24,95.90312024926412,100.5630202597819,112.43952416311917,116.54563833178076,135.44126460201292,138.57818247463405,154.00619241511328,156.144052213139
402,USC00114805  41.0187  -89.4153  139.6 IL LACON                                                                                     15    -6,     ,LACON                                                                            ,-89.4153,15,139.6,IL,41.0187,-6,USC00114805,32.0,1984.0,2017.0,15,96.02617777470503,99.72403259357118,111.65632467710228,112.0941372875359,133.1306113835612,126.91447932020432,150.2657504876408,137.20149764133723
403,USC00114879  42.0919  -89.8421  253.0 IL LANARK                                                                                    15    -6,     ,LANARK                                                                           ,-89.8421,15,253.0,IL,42.0919,-6,USC00114879,70.0,1948.0,2017.0,44,92.6180998905821,85.4223941707576,109.84374351315634,102.83698602217297,134.19738462276624,131.83765559765195,154.08471461678724,159.62736408439403
404,USC00114957  38.7239  -87.7196  137.5 IL LAWRENCEVILLE 2WSW                                                                        15    -6,     ,LAWRENCEVILLE 2WSW                                                               ,-87.7196,15,137.5,IL,38.7239,-6,USC00114957,26.0,1992.0,2017.0,13,116.11050313295982,99.69422236696371,132.74817067207144,107.1026643962208,155.32690260393693,115.48627595634628,173.03488960992752,120.98386042392792
406,USC00115272  40.5515  -89.3340  212.1 IL MACKINAW 1N                                                                               15    -6,     ,MACKINAW 1N                                                                      ,-89.334,15,212.1,IL,40.5515,-6,USC00115272,17.0,2001.0,2017.0,10,101.47622658228651,111.84243476512628,117.77962097560922,125.76162840697896,139.99006826527344,142.9799893884728,157.4352154995995,155.3170026233105
407,USC00115493  42.3500  -88.2667  228.9 IL MC HENRY                                                                                  15    -6,     ,MC HENRY                                                                         ,-88.2667,15,228.9,IL,42.35,-6,USC00115493,69.0,1948.0,2017.0,45,94.30620344836346,87.24238395065115,111.6495479822584,98.45770877777049,136.09736815277992,112.59534315364826,155.92931050481243,122.91585203250204
408,USC00115768  40.9443  -90.6381  219.5 IL MONMOUTH                                                                                  15    -6,     ,MONMOUTH                                                                         ,-90.6381,15,219.5,IL,40.9443,-6,USC00115768,27.0,1991.0,2017.0,11,111.773773323545,101.2332557996835,131.89175323118715,111.2793089674155,160.07045238015598,122.7871827732237,182.74489460586918,130.42593887868833
409,USC00115825  41.3708  -88.4336  159.7 IL MORRIS 1 NW                                                                               15    -6,     ,MORRIS 1 NW                                                                      ,-88.4336,15,159.7,IL,41.3708,-6,USC00115825,23.0,1995.0,2017.0,10,111.70675588731764,85.72433352383584,132.0860700011601,93.12597508135796,160.21436053978462,101.42636574975653,182.59879936908268,106.82033067223774
410,USC00115841  39.4157  -89.4615  192.0 IL MORRISONVILLE                                                                             15    -6,     ,MORRISONVILLE                                                                    ,-89.4615,15,192.0,IL,39.4157,-6,USC00115841,70.0,1948.0,2017.0,53,101.18262861516736,97.33059817742414,118.8569807890643,111.67180196518703,143.77724204072388,130.9656008169457,164.03192989990973,145.984020736746
411,USC00115983  37.7667  -89.3167  128.0 IL MURPHYSBORO WATERWORKS                                                                    15    -6,     ,MURPHYSBORO WATERWORKS                                                           ,-89.3167,15,128.0,IL,37.7667,-6,USC00115983,70.0,1948.0,2017.0,51,110.98705285850995,107.31391412279459,127.76250010554813,120.78921047471569,150.59891686782333,138.51684138109727,168.6030747990888,152.01542655783214
412,USC00116157  38.9916  -88.1828  161.8 IL NEWTON                                                                                    15    -6,     ,NEWTON                                                                           ,-88.1828,15,161.8,IL,38.9916,-6,USC00116157,15.0,2003.0,2017.0,12,123.65916027517652,100.92567078078875,145.16789575625143,114.57617858113456,175.47436907193435,134.99067570459778,200.12604105830954,152.61574267677958
413,USC00116610  39.6185  -87.6672  197.8 IL PARIS STP                                                                                 15    -6,     ,PARIS STP                                                                        ,-87.6672,15,197.8,IL,39.6185,-6,USC00116610,25.0,1993.0,2017.0,11,90.51256507541042,93.67272457895939,103.45643336509751,103.70076185268502,120.90190563692276,116.16787123381206,134.5030679625988,125.14496864695701
